projectname;loc;compilationunit;functiontype;siblings;wrapperif;conditionalcase;conditionalelif;parameter;expression;undisciplinedknown;undisciplinedunknown;disciplined/overallblocks;overallblocks
freebsd-7.1;1632428;5858;1091;11527;0;0;0;60;114;174;1505;0.91669560903;20155
