project, filepath_prev, filepath_curr, disc_prev, undisc_prev,disc_curr, undisc_curr
postgres,processing/prev_ver/src/backend/optimizer/geqo/geqo_recombination.c,processing/curr_ver/src/backend/optimizer/geqo/geqo_recombination.c,0,0,1,0
postgres,processing/prev_ver/src/backend/optimizer/geqo/geqo_pmx.c,processing/curr_ver/src/backend/optimizer/geqo/geqo_pmx.c,0,0,1,0
postgres,processing/prev_ver/src/backend/optimizer/geqo/geqo_erx.c,processing/curr_ver/src/backend/optimizer/geqo/geqo_erx.c,0,0,1,0
postgres,processing/prev_ver/src/backend/optimizer/prep/prepjointree.c,processing/curr_ver/src/backend/optimizer/prep/prepjointree.c,2,0,0,0
postgres,processing/prev_ver/src/backend/utils/fmgr/dfmgr.c,processing/curr_ver/src/backend/utils/fmgr/dfmgr.c,2,0,5,0
postgres,processing/prev_ver/src/backend/utils/fmgr/fmgr.c,processing/curr_ver/src/backend/utils/fmgr/fmgr.c,11,0,1,0
postgres,processing/prev_ver/src/backend/utils/error/elog.c,processing/curr_ver/src/backend/utils/error/elog.c,15,0,18,0
postgres,processing/prev_ver/src/backend/utils/error/assert.c,processing/curr_ver/src/backend/utils/error/assert.c,1,0,2,0
postgres,processing/prev_ver/src/backend/utils/hash/pg_crc.c,processing/curr_ver/src/backend/utils/hash/pg_crc.c,3,0,0,0
postgres,processing/prev_ver/src/backend/utils/hash/dynahash.c,processing/curr_ver/src/backend/utils/hash/dynahash.c,8,0,12,0
postgres,processing/prev_ver/src/backend/utils/adt/datum.c,processing/curr_ver/src/backend/utils/adt/datum.c,1,0,0,0
postgres,processing/prev_ver/src/backend/utils/adt/datetime.c,processing/curr_ver/src/backend/utils/adt/datetime.c,24,2,0,0
postgres,processing/prev_ver/src/backend/utils/adt/ruleutils.c,processing/curr_ver/src/backend/utils/adt/ruleutils.c,0,0,1,0
postgres,processing/prev_ver/src/backend/utils/adt/rowtypes.c,processing/curr_ver/src/backend/utils/adt/rowtypes.c,2,0,0,0
postgres,processing/prev_ver/src/backend/utils/adt/name.c,processing/curr_ver/src/backend/utils/adt/name.c,3,0,2,0
postgres,processing/prev_ver/src/backend/utils/adt/varbit.c,processing/curr_ver/src/backend/utils/adt/varbit.c,8,0,6,0
postgres,processing/prev_ver/src/backend/utils/adt/cash.c,processing/curr_ver/src/backend/utils/adt/cash.c,6,0,5,0
postgres,processing/prev_ver/src/backend/utils/adt/numutils.c,processing/curr_ver/src/backend/utils/adt/numutils.c,0,1,3,1
postgres,processing/prev_ver/src/backend/utils/adt/geo_ops.c,processing/curr_ver/src/backend/utils/adt/geo_ops.c,58,0,6,0
postgres,processing/prev_ver/src/backend/utils/adt/formatting.c,processing/curr_ver/src/backend/utils/adt/formatting.c,33,3,25,9
postgres,processing/prev_ver/src/backend/utils/adt/int8.c,processing/curr_ver/src/backend/utils/adt/int8.c,1,2,0,2
postgres,processing/prev_ver/src/backend/utils/adt/int.c,processing/curr_ver/src/backend/utils/adt/int.c,2,0,0,0
postgres,processing/prev_ver/src/backend/utils/adt/varchar.c,processing/curr_ver/src/backend/utils/adt/varchar.c,4,0,4,2
postgres,processing/prev_ver/src/backend/utils/adt/acl.c,processing/curr_ver/src/backend/utils/adt/acl.c,2,0,0,0
postgres,processing/prev_ver/src/backend/utils/adt/numeric.c,processing/curr_ver/src/backend/utils/adt/numeric.c,39,2,89,2
postgres,processing/prev_ver/src/backend/utils/adt/like.c,processing/curr_ver/src/backend/utils/adt/like.c,0,0,1,0
postgres,processing/prev_ver/src/backend/utils/adt/timestamp.c,processing/curr_ver/src/backend/utils/adt/timestamp.c,136,0,6,0
postgres,processing/prev_ver/src/backend/utils/adt/misc.c,processing/curr_ver/src/backend/utils/adt/misc.c,0,2,3,0
postgres,processing/prev_ver/src/backend/utils/adt/uuid.c,processing/curr_ver/src/backend/utils/adt/uuid.c,0,0,5,0
postgres,processing/prev_ver/src/backend/utils/adt/float.c,processing/curr_ver/src/backend/utils/adt/float.c,13,2,0,4
postgres,processing/prev_ver/src/backend/utils/adt/varlena.c,processing/curr_ver/src/backend/utils/adt/varlena.c,1,0,18,5
postgres,processing/prev_ver/src/backend/utils/adt/mac.c,processing/curr_ver/src/backend/utils/adt/mac.c,0,0,7,0
postgres,processing/prev_ver/src/backend/utils/adt/xml.c,processing/curr_ver/src/backend/utils/adt/xml.c,33,0,69,0
postgres,processing/prev_ver/src/backend/utils/adt/date.c,processing/curr_ver/src/backend/utils/adt/date.c,74,0,4,0
postgres,processing/prev_ver/src/backend/utils/adt/pg_locale.c,processing/curr_ver/src/backend/utils/adt/pg_locale.c,14,2,50,4
postgres,processing/prev_ver/src/backend/utils/adt/selfuncs.c,processing/curr_ver/src/backend/utils/adt/selfuncs.c,12,0,3,0
postgres,processing/prev_ver/src/backend/utils/adt/ri_triggers.c,processing/curr_ver/src/backend/utils/adt/ri_triggers.c,0,0,1,0
postgres,processing/prev_ver/src/backend/utils/adt/network.c,processing/curr_ver/src/backend/utils/adt/network.c,5,0,12,1
postgres,processing/prev_ver/src/backend/utils/cache/relcache.c,processing/curr_ver/src/backend/utils/cache/relcache.c,4,1,10,0
postgres,processing/prev_ver/src/backend/utils/cache/catcache.c,processing/curr_ver/src/backend/utils/cache/catcache.c,13,4,11,4
postgres,processing/prev_ver/src/backend/utils/misc/guc.c,processing/curr_ver/src/backend/utils/misc/guc.c,33,2,43,0
postgres,processing/prev_ver/src/backend/utils/misc/ps_status.c,processing/curr_ver/src/backend/utils/misc/ps_status.c,20,0,22,0
postgres,processing/prev_ver/src/backend/utils/init/postinit.c,processing/curr_ver/src/backend/utils/init/postinit.c,1,0,5,0
postgres,processing/prev_ver/src/backend/utils/init/miscinit.c,processing/curr_ver/src/backend/utils/init/miscinit.c,5,2,8,0
postgres,processing/prev_ver/src/backend/utils/mb/mbutils.c,processing/curr_ver/src/backend/utils/mb/mbutils.c,3,2,3,1
postgres,processing/prev_ver/src/backend/utils/sort/tuplesort.c,processing/curr_ver/src/backend/utils/sort/tuplesort.c,18,0,22,0
postgres,processing/prev_ver/src/backend/utils/sort/logtape.c,processing/curr_ver/src/backend/utils/sort/logtape.c,0,0,1,0
postgres,processing/prev_ver/src/backend/utils/mmgr/mcxt.c,processing/curr_ver/src/backend/utils/mmgr/mcxt.c,3,0,1,0
postgres,processing/prev_ver/src/backend/utils/mmgr/aset.c,processing/curr_ver/src/backend/utils/mmgr/aset.c,26,0,34,0
postgres,processing/prev_ver/src/backend/utils/mmgr/portalmem.c,processing/curr_ver/src/backend/utils/mmgr/portalmem.c,0,1,0,0
postgres,processing/prev_ver/src/backend/port/sysv_shmem.c,processing/curr_ver/src/backend/port/sysv_shmem.c,3,2,11,3
postgres,processing/prev_ver/src/backend/port/win32_shmem.c,processing/curr_ver/src/backend/port/win32_shmem.c,0,0,2,0
postgres,processing/prev_ver/src/backend/port/posix_sema.c,processing/curr_ver/src/backend/port/posix_sema.c,8,0,16,0
postgres,processing/prev_ver/src/backend/executor/execCurrent.c,processing/curr_ver/src/backend/executor/execCurrent.c,0,0,1,0
postgres,processing/prev_ver/src/backend/executor/nodeBitmapHeapscan.c,processing/curr_ver/src/backend/executor/nodeBitmapHeapscan.c,5,0,7,0
postgres,processing/prev_ver/src/backend/executor/execGrouping.c,processing/curr_ver/src/backend/executor/execGrouping.c,1,0,0,0
postgres,processing/prev_ver/src/backend/executor/execUtils.c,processing/curr_ver/src/backend/executor/execUtils.c,2,0,0,0
postgres,processing/prev_ver/src/backend/executor/nodeHash.c,processing/curr_ver/src/backend/executor/nodeHash.c,4,0,5,0
postgres,processing/prev_ver/src/backend/tcop/postgres.c,processing/curr_ver/src/backend/tcop/postgres.c,16,1,25,4
postgres,processing/prev_ver/src/backend/regex/regc_nfa.c,processing/curr_ver/src/backend/regex/regc_nfa.c,8,0,9,0
postgres,processing/prev_ver/src/backend/regex/rege_dfa.c,processing/curr_ver/src/backend/regex/rege_dfa.c,0,0,0,3
postgres,processing/prev_ver/src/backend/tsearch/ts_locale.c,processing/curr_ver/src/backend/tsearch/ts_locale.c,1,1,0,0
postgres,processing/prev_ver/src/backend/tsearch/wparser_def.c,processing/curr_ver/src/backend/tsearch/wparser_def.c,9,0,6,0
postgres,processing/prev_ver/src/backend/tsearch/regis.c,processing/curr_ver/src/backend/tsearch/regis.c,1,0,0,0
postgres,processing/prev_ver/src/backend/libpq/pqsignal.c,processing/curr_ver/src/backend/libpq/pqsignal.c,19,0,14,0
postgres,processing/prev_ver/src/backend/libpq/hba.c,processing/curr_ver/src/backend/libpq/hba.c,12,6,20,7
postgres,processing/prev_ver/src/backend/libpq/be-secure.c,processing/curr_ver/src/backend/libpq/be-secure.c,15,3,12,4
postgres,processing/prev_ver/src/backend/libpq/auth.c,processing/curr_ver/src/backend/libpq/auth.c,47,3,40,8
postgres,processing/prev_ver/src/backend/libpq/be-fsstubs.c,processing/curr_ver/src/backend/libpq/be-fsstubs.c,5,0,2,0
postgres,processing/prev_ver/src/backend/libpq/pqformat.c,processing/curr_ver/src/backend/libpq/pqformat.c,12,0,0,0
postgres,processing/prev_ver/src/backend/libpq/pqcomm.c,processing/curr_ver/src/backend/libpq/pqcomm.c,31,1,41,3
postgres,processing/prev_ver/src/backend/parser/parse_type.c,processing/curr_ver/src/backend/parser/parse_type.c,1,0,0,0
postgres,processing/prev_ver/src/backend/parser/analyze.c,processing/curr_ver/src/backend/parser/analyze.c,0,0,3,0
postgres,processing/prev_ver/src/backend/parser/parse_coerce.c,processing/curr_ver/src/backend/parser/parse_coerce.c,2,0,3,0
postgres,processing/prev_ver/src/backend/rewrite/rewriteDefine.c,processing/curr_ver/src/backend/rewrite/rewriteDefine.c,1,0,0,0
postgres,processing/prev_ver/src/backend/storage/file/buffile.c,processing/curr_ver/src/backend/storage/file/buffile.c,3,0,2,0
postgres,processing/prev_ver/src/backend/storage/file/fd.c,processing/curr_ver/src/backend/storage/file/fd.c,19,1,25,1
postgres,processing/prev_ver/src/backend/storage/ipc/ipc.c,processing/curr_ver/src/backend/storage/ipc/ipc.c,7,0,1,0
postgres,processing/prev_ver/src/backend/storage/ipc/pmsignal.c,processing/curr_ver/src/backend/storage/ipc/pmsignal.c,2,0,9,0
postgres,processing/prev_ver/src/backend/storage/ipc/shmqueue.c,processing/curr_ver/src/backend/storage/ipc/shmqueue.c,2,0,0,0
postgres,processing/prev_ver/src/backend/storage/ipc/procarray.c,processing/curr_ver/src/backend/storage/ipc/procarray.c,3,0,5,0
postgres,processing/prev_ver/src/backend/storage/lmgr/proc.c,processing/curr_ver/src/backend/storage/lmgr/proc.c,3,0,5,0
postgres,processing/prev_ver/src/backend/storage/lmgr/lmgr.c,processing/curr_ver/src/backend/storage/lmgr/lmgr.c,0,0,1,0
postgres,processing/prev_ver/src/backend/storage/lmgr/lwlock.c,processing/curr_ver/src/backend/storage/lmgr/lwlock.c,5,0,22,0
postgres,processing/prev_ver/src/backend/storage/lmgr/s_lock.c,processing/curr_ver/src/backend/storage/lmgr/s_lock.c,9,0,10,0
postgres,processing/prev_ver/src/backend/storage/lmgr/lock.c,processing/curr_ver/src/backend/storage/lmgr/lock.c,8,4,11,4
postgres,processing/prev_ver/src/backend/commands/tablecmds.c,processing/curr_ver/src/backend/commands/tablecmds.c,2,0,3,0
postgres,processing/prev_ver/src/backend/commands/dbcommands.c,processing/curr_ver/src/backend/commands/dbcommands.c,0,2,2,2
postgres,processing/prev_ver/src/backend/commands/user.c,processing/curr_ver/src/backend/commands/user.c,0,0,2,0
postgres,processing/prev_ver/src/backend/commands/alter.c,processing/curr_ver/src/backend/commands/alter.c,0,0,1,0
postgres,processing/prev_ver/src/backend/commands/tablespace.c,processing/curr_ver/src/backend/commands/tablespace.c,4,0,8,0
postgres,processing/prev_ver/src/backend/commands/async.c,processing/curr_ver/src/backend/commands/async.c,3,0,0,0
postgres,processing/prev_ver/src/backend/commands/proclang.c,processing/curr_ver/src/backend/commands/proclang.c,0,0,1,0
postgres,processing/prev_ver/src/backend/commands/variable.c,processing/curr_ver/src/backend/commands/variable.c,4,0,0,0
postgres,processing/prev_ver/contrib/pg_trgm/trgm_gin.c,processing/curr_ver/contrib/pg_trgm/trgm_gin.c,2,0,6,0
postgres,processing/prev_ver/contrib/pg_trgm/trgm_gist.c,processing/curr_ver/contrib/pg_trgm/trgm_gist.c,2,0,4,0
postgres,processing/prev_ver/contrib/pg_trgm/trgm_op.c,processing/curr_ver/contrib/pg_trgm/trgm_op.c,6,1,6,0
postgres,processing/prev_ver/contrib/btree_gist/btree_ts.c,processing/curr_ver/contrib/btree_gist/btree_ts.c,2,0,0,0
postgres,processing/prev_ver/contrib/btree_gist/btree_time.c,processing/curr_ver/contrib/btree_gist/btree_time.c,4,0,0,0
postgres,processing/prev_ver/contrib/dblink/dblink.c,processing/curr_ver/contrib/dblink/dblink.c,0,0,4,0
postgres,processing/prev_ver/contrib/xml2/xslt_proc.c,processing/curr_ver/contrib/xml2/xslt_proc.c,0,0,4,0
postgres,processing/prev_ver/contrib/pgcrypto/openssl.c,processing/curr_ver/contrib/pgcrypto/openssl.c,2,0,0,0
postgres,processing/prev_ver/contrib/uuid-ossp/uuid-ossp.c,processing/curr_ver/contrib/uuid-ossp/uuid-ossp.c,1,0,27,0
postgres,processing/prev_ver/contrib/citext/citext.c,processing/curr_ver/contrib/citext/citext.c,1,0,0,0
postgres,processing/prev_ver/contrib/earthdistance/earthdistance.c,processing/curr_ver/contrib/earthdistance/earthdistance.c,2,0,0,0
postgres,processing/prev_ver/src/interfaces/ecpg/pgtypeslib/dt.h,processing/curr_ver/src/interfaces/ecpg/pgtypeslib/dt.h,5,0,0,0
postgres,processing/prev_ver/src/interfaces/ecpg/include/pgtypes_timestamp.h,processing/curr_ver/src/interfaces/ecpg/include/pgtypes_timestamp.h,2,2,0,2
postgres,processing/prev_ver/src/interfaces/ecpg/include/sqlda.h,processing/curr_ver/src/interfaces/ecpg/include/sqlda.h,0,0,2,0
postgres,processing/prev_ver/src/interfaces/ecpg/include/pgtypes_interval.h,processing/curr_ver/src/interfaces/ecpg/include/pgtypes_interval.h,9,2,5,2
postgres,processing/prev_ver/src/interfaces/ecpg/include/ecpglib.h,processing/curr_ver/src/interfaces/ecpg/include/ecpglib.h,3,2,4,2
postgres,processing/prev_ver/src/interfaces/libpq/libpq-int.h,processing/curr_ver/src/interfaces/libpq/libpq-int.h,13,0,17,0
postgres,processing/prev_ver/src/timezone/tzfile.h,processing/curr_ver/src/timezone/tzfile.h,0,0,1,0
postgres,processing/prev_ver/src/pl/plperl/ppport.h,processing/curr_ver/src/pl/plperl/ppport.h,20,5,0,0
postgres,processing/prev_ver/src/pl/plperl/plperl.h,processing/curr_ver/src/pl/plperl/plperl.h,1,0,4,0
postgres,processing/prev_ver/src/bin/psql/input.h,processing/curr_ver/src/bin/psql/input.h,1,0,4,0
postgres,processing/prev_ver/src/include/pg_config_manual.h,processing/curr_ver/src/include/pg_config_manual.h,0,0,1,0
postgres,processing/prev_ver/src/include/miscadmin.h,processing/curr_ver/src/include/miscadmin.h,1,0,3,0
postgres,processing/prev_ver/src/include/c.h,processing/curr_ver/src/include/c.h,17,0,22,0
postgres,processing/prev_ver/src/include/postgres.h,processing/curr_ver/src/include/postgres.h,3,0,4,0
postgres,processing/prev_ver/src/include/port.h,processing/curr_ver/src/include/port.h,22,0,27,0
postgres,processing/prev_ver/src/include/access/slru.h,processing/curr_ver/src/include/access/slru.h,0,0,1,0
postgres,processing/prev_ver/src/include/access/transam.h,processing/curr_ver/src/include/access/transam.h,0,0,1,0
postgres,processing/prev_ver/src/include/access/htup.h,processing/curr_ver/src/include/access/htup.h,1,0,0,0
postgres,processing/prev_ver/src/include/catalog/pg_tablespace.h,processing/curr_ver/src/include/catalog/pg_tablespace.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_aggregate.h,processing/curr_ver/src/include/catalog/pg_aggregate.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_foreign_data_wrapper.h,processing/curr_ver/src/include/catalog/pg_foreign_data_wrapper.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_trigger.h,processing/curr_ver/src/include/catalog/pg_trigger.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_proc.h,processing/curr_ver/src/include/catalog/pg_proc.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_shdescription.h,processing/curr_ver/src/include/catalog/pg_shdescription.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_type.h,processing/curr_ver/src/include/catalog/pg_type.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_user_mapping.h,processing/curr_ver/src/include/catalog/pg_user_mapping.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_database.h,processing/curr_ver/src/include/catalog/pg_database.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_statistic.h,processing/curr_ver/src/include/catalog/pg_statistic.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_attrdef.h,processing/curr_ver/src/include/catalog/pg_attrdef.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_authid.h,processing/curr_ver/src/include/catalog/pg_authid.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_description.h,processing/curr_ver/src/include/catalog/pg_description.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_language.h,processing/curr_ver/src/include/catalog/pg_language.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_constraint.h,processing/curr_ver/src/include/catalog/pg_constraint.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_cast.h,processing/curr_ver/src/include/catalog/pg_cast.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_namespace.h,processing/curr_ver/src/include/catalog/pg_namespace.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_index.h,processing/curr_ver/src/include/catalog/pg_index.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_attribute.h,processing/curr_ver/src/include/catalog/pg_attribute.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_ts_dict.h,processing/curr_ver/src/include/catalog/pg_ts_dict.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_class.h,processing/curr_ver/src/include/catalog/pg_class.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_foreign_server.h,processing/curr_ver/src/include/catalog/pg_foreign_server.h,0,0,1,0
postgres,processing/prev_ver/src/include/catalog/pg_rewrite.h,processing/curr_ver/src/include/catalog/pg_rewrite.h,0,0,1,0
postgres,processing/prev_ver/src/include/nodes/pg_list.h,processing/curr_ver/src/include/nodes/pg_list.h,3,0,0,0
postgres,processing/prev_ver/src/include/nodes/bitmapset.h,processing/curr_ver/src/include/nodes/bitmapset.h,0,0,2,0
postgres,processing/prev_ver/src/include/nodes/nodes.h,processing/curr_ver/src/include/nodes/nodes.h,1,0,3,0
postgres,processing/prev_ver/src/include/nodes/readfuncs.h,processing/curr_ver/src/include/nodes/readfuncs.h,0,0,1,0
postgres,processing/prev_ver/src/include/postmaster/postmaster.h,processing/curr_ver/src/include/postmaster/postmaster.h,2,0,3,0
postgres,processing/prev_ver/src/include/utils/date.h,processing/curr_ver/src/include/utils/date.h,2,0,0,0
postgres,processing/prev_ver/src/include/utils/guc.h,processing/curr_ver/src/include/utils/guc.h,1,0,2,0
postgres,processing/prev_ver/src/include/utils/timestamp.h,processing/curr_ver/src/include/utils/timestamp.h,3,0,0,0
postgres,processing/prev_ver/src/include/utils/pg_crc.h,processing/curr_ver/src/include/utils/pg_crc.h,3,0,0,0
postgres,processing/prev_ver/src/include/utils/pg_locale.h,processing/curr_ver/src/include/utils/pg_locale.h,0,0,4,0
postgres,processing/prev_ver/src/include/utils/elog.h,processing/curr_ver/src/include/utils/elog.h,2,0,1,0
postgres,processing/prev_ver/src/include/utils/palloc.h,processing/curr_ver/src/include/utils/palloc.h,3,0,1,0
postgres,processing/prev_ver/src/include/utils/relcache.h,processing/curr_ver/src/include/utils/relcache.h,0,0,1,0
postgres,processing/prev_ver/src/include/port/win32.h,processing/curr_ver/src/include/port/win32.h,8,0,0,0
postgres,processing/prev_ver/src/include/portability/instr_time.h,processing/curr_ver/src/include/portability/instr_time.h,2,0,4,0
postgres,processing/prev_ver/src/include/executor/tuptable.h,processing/curr_ver/src/include/executor/tuptable.h,0,0,1,0
postgres,processing/prev_ver/src/include/executor/execdebug.h,processing/curr_ver/src/include/executor/execdebug.h,1,0,0,0
postgres,processing/prev_ver/src/include/executor/executor.h,processing/curr_ver/src/include/executor/executor.h,0,0,6,0
postgres,processing/prev_ver/src/include/tsearch/ts_locale.h,processing/curr_ver/src/include/tsearch/ts_locale.h,1,0,0,0
postgres,processing/prev_ver/src/include/snowball/libstemmer/api.h,processing/curr_ver/src/include/snowball/libstemmer/api.h,0,0,0,2
postgres,processing/prev_ver/src/include/libpq/pqsignal.h,processing/curr_ver/src/include/libpq/pqsignal.h,3,0,1,0
postgres,processing/prev_ver/src/include/libpq/libpq.h,processing/curr_ver/src/include/libpq/libpq.h,0,0,2,0
